0.5     78.5438     1.41857
0.6     43.0679     1.46047
0.7     24.1603     0.65025
0.8     15.0672     0.315821
0.9     10.1948     0.18256
1.0     7.2476      0.126578
1.1     5.5725      0.0802129
1.2     4.36064     0.0453668
1.3     3.55722     0.0368448
1.4     2.98153     0.0223918
1.5     2.52697     0.0204718
1.6     2.17248     0.0154772
1.7     1.89481     0.0127931
1.8     1.68374     0.0088051
1.9     1.51091     0.00786458
2.0     1.35699     0.00701773
0.5     79.4394     1.10805
0.6     44.3647     0.790876
0.7     24.8674     0.335052
0.8     14.5275     0.211195
0.9     10.238      0.142903
1.0     7.41754     0.0744488
1.1     5.61099     0.0553
1.2     4.45941     0.0423372
1.3     3.59814     0.0202205
1.4     2.98251     0.0173732
1.5     2.54254     0.0164153
1.6     2.20882     0.0127292
1.7     1.91037     0.0102034
1.8     1.69489     0.0121504
1.9     1.52211     0.00788908
2.0     1.35409     0.0070718
