1.0007   0
1.0012   0.000507959
1.00108   0.000318769
1.00106   0.000226004
1.0011   0.000178603
1.00091   0.00023963
1.00087   0.000205267
1.00082   0.000186986
1.00077   0.000170815
1.00096   0.000244034
1.00092   0.000224197
1.00088   0.000209708
1.00079   0.000211567
1.0008   0.000195955
1.0008   0.000182439
1.00081   0.00017078
1.00067   0.000211322
1.00059   0.00021526
1.00056   0.000205458
1.00051   0.000200164
1.00047   0.000194725
1.00048   0.000185756
1.00041   0.000190491
1.00037   0.000185561
1.00036   0.000178253
1.00032   0.000176894
1.00026   0.000180886
1.00028   0.000175376
1.00025   0.000170891
1.00023   0.000167376
1.00028   0.000170275
1.00028   0.000164875
1.00023   0.000168487
1.00021   0.000164673
1.00021   0.000159935
1.00017   0.0001605
1.0002   0.000159387
1.00025   0.000162779
1.00024   0.000159388
1.00025   0.000155794
1.00024   0.00015207
1.00023   0.000148906
1.00028   0.000154204
1.00028   0.000150692
1.00026   0.000147978
1.00025   0.000145396
1.00024   0.000142406
1.00028   0.00014377
1.00025   0.000143612
1.00021   0.000146733
1.00022   0.000144431
1.00018   0.000146546
1.00016   0.000146269
1.00015   0.000143878
1.00012   0.000143931
1.00015   0.000144605
1.00012   0.000144518
1.0001   0.000143896
1.00007   0.000144797
1.00006   0.000142613
1.00006   0.000140323
1.00005   0.000138118
1.00005   0.00013595
1.00007   0.000135555
1.00009   0.000134307
1.00009   0.000132487
1.00005   0.000136793
1.00006   0.000134969
1.00004   0.000134963
1.00001   0.000136201
0.999993   0.000135096
0.999951   0.000139737
0.999957   0.000137964
0.999953   0.000136142
0.999967   0.000134955
0.999961   0.000133272
0.999957   0.000131607
0.999961   0.000129969
0.999967   0.000128458
0.999953   0.000127563
0.999966   0.000126596
0.999965   0.000125047
0.999957   0.00012379
0.99995   0.000122472
0.99994   0.000121499
0.999929   0.000120505
0.999938   0.000119417
0.999931   0.00011823
0.999941   0.000117301
0.99994   0.000115996
0.999922   0.000116109
0.99993   0.000115119
0.99993   0.000113875
0.99993   0.000112659
0.999918   0.000112091
0.99993   0.00011158
0.999939   0.000110768
0.999921   0.000111004
0.99992   0.000109881
0.999903   0.000110236
