1.00133   0
1.00022   0.00110895
1.00088   0.000919931
1.00033   0.000856011
1.00055   0.000700312
1.00067   0.000584147
1.00095   0.000567434
1.0005   0.00066769
1.00051   0.000588913
1.00067   0.000551785
1.00075   0.000504752
1.00061   0.000482142
1.00064   0.000444841
1.00053   0.000426286
1.00047   0.000401904
1.00029   0.000414594
1.00032   0.000390429
1.00035   0.000369165
1.00026   0.000359703
1.00028   0.000341997
1.00031   0.000326297
1.00038   0.000319881
1.00031   0.000314597
1.00033   0.00030226
1.0004   0.000298005
1.00043   0.000287314
1.00037   0.000282528
1.00032   0.000276087
1.00032   0.000266424
1.00034   0.000258533
1.00029   0.000255689
1.00033   0.000250634
1.00033   0.00024292
1.00041   0.000249605
1.00041   0.000242368
1.00044   0.00023722
1.00045   0.000230793
1.00041   0.000226884
1.0004   0.000221303
1.00041   0.000215846
1.00041   0.000210577
1.00041   0.000205636
1.00039   0.000201528
1.00041   0.000197514
1.00033   0.000206815
1.00034   0.000202381
1.0003   0.000201682
1.00034   0.000202098
1.00034   0.000197985
1.00031   0.000196455
1.0003   0.000192763
1.00029   0.000189465
1.00026   0.000188324
1.00024   0.000185678
1.00025   0.000182823
1.00019   0.000188667
1.00014   0.000193396
1.00014   0.000190035
1.00015   0.000187399
1.00015   0.000184251
1.00017   0.00018168
1.00014   0.000180157
1.00015   0.000177349
1.00014   0.000174699
1.00013   0.000172513
1.0001   0.000172105
1.00008   0.000170215
1.00008   0.000167694
1.00009   0.000165302
1.00009   0.000162935
1.00009   0.000160707
1.00001   0.000176882
1.00001   0.000174471
1.00002   0.000172716
1.00003   0.000170688
1   0.000171536
1.00003   0.00017218
1.00004   0.000170282
1.00004   0.000168116
1.00003   0.000166212
1.00003   0.000164245
1.00004   0.000162881
1.00003   0.000161154
1.00003   0.000159372
1.00003   0.000157567
1.00005   0.000156603
1.00007   0.000156758
1.00007   0.000155007
1.00006   0.000153756
1.00006   0.000152076
1.00008   0.000151356
1.00006   0.00015042
1.00002   0.000154897
1.00002   0.000153308
1.00003   0.000152183
1.00004   0.000150899
1.00004   0.000149426
1.00006   0.000149537
1.00006   0.000148036
1.00008   0.000147222
